,game,arena,stage,agent,human_data_type,alpha,TV
818,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,expert,should,0.5,0.68850475569028
819,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,random,should,0.5,0.721649484536082
820,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,ours,should,0.5,0.6903246930960599
821,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,ours-depth3,should,0.5,0.7941187625608657
822,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,expert,should,0.5,0.7444432912995732
823,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,random,should,0.5,0.7222222222222219
824,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,ours,should,0.5,0.6435160024950676
825,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,ours-depth3,should,0.5,0.6435160024950676
826,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,expert,should,0.5,0.733604336043361
827,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,random,should,0.5,0.7336043360433608
828,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,ours,should,0.5,0.37785814516310845
829,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,ours-depth3,should,0.5,0.38357055139771523
830,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,expert,should,0.5,0.47937290347751843
831,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,random,should,0.5,0.6042517006802712
832,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,ours,should,0.5,0.3781416796853526
833,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,ours-depth3,should,0.5,0.37707082467122566
834,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,expert,should,0.5,0.7884145159379028
835,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,random,should,0.5,0.6516129032258062
836,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,ours,should,0.5,0.49035580523139327
837,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,ours-depth3,should,0.5,0.4903558052313932
838,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,expert,should,0.5,0.7764044943820231
839,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,random,should,0.5,0.7764044943820232
840,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,ours,should,0.5,0.6928171353095611
841,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,ours-depth3,should,0.5,0.7859344012030456
842,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,expert,should,0.5,0.6629732333726049
843,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,random,should,0.5,0.8061224489795915
844,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,ours,should,0.5,0.6145084470542755
845,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,ours-depth3,should,0.5,0.5971646509912624
846,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,expert,should,0.5,0.7011661193370256
847,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,random,should,0.5,0.721561969439728
848,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,ours,should,0.5,0.6283368951105521
849,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,ours-depth3,should,0.5,0.630810171439637
850,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,expert,should,0.5,0.7658237729154334
851,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,random,should,0.5,0.7943228858663519
852,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,ours,should,0.5,0.3101197155184275
853,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,ours-depth3,should,0.5,0.3704496320152837
854,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,expert,should,0.5,0.6113636363636364
855,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,random,should,0.5,0.42727272727272736
856,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,ours,should,0.5,0.311638901169686
857,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,ours-depth3,should,0.5,0.3368335587772961
858,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,expert,should,0.5,0.5919047619047619
859,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,random,should,0.5,0.591904761904762
860,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,ours,should,0.5,0.5010956031148015
861,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,ours-depth3,should,0.5,0.5010956031148015
862,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,expert,should,0.5,0.5894736842105261
863,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,random,should,0.5,0.5894736842105261
864,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,ours,should,0.5,0.27637017415969356
865,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,ours-depth3,should,0.5,0.32752605093297904
866,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,expert,should,0.5,0.7362772015279633
867,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,random,should,0.5,0.5946859903381642
868,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,ours,should,0.5,0.46587085909677206
869,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,ours-depth3,should,0.5,0.45950629406723975
870,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,expert,should,0.5,0.5313131313131311
871,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,random,should,0.5,0.6282828282828282
872,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,ours,should,0.5,0.2810643330342089
873,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,ours-depth3,should,0.5,0.2810643330342089
874,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,expert,should,0.5,0.5174603174603175
875,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,random,should,0.5,0.5174603174603175
876,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,ours,should,0.5,0.2829813170707243
877,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,ours-depth3,should,0.5,0.17670887869750035
878,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,expert,should,0.5,0.5399320050281881
879,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,random,should,0.5,0.38913043478260867
880,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,ours,should,0.5,0.18678880632076675
881,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,ours-depth3,should,0.5,0.19162216761172796
882,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,expert,should,0.5,0.5119047619047619
883,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,random,should,0.5,0.5119047619047619
884,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,ours,should,0.5,0.3540622178818975
885,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,ours-depth3,should,0.5,0.3541667368558543
886,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,expert,should,0.5,0.4083333333333334
887,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,random,should,0.5,0.47500000000000003
888,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,ours,should,0.5,0.3793001695034607
889,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,ours-depth3,should,0.5,0.6036774888879102
890,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,expert,should,0.5,0.39497607644069205
891,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,random,should,0.5,0.7234449760765548
892,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,ours,should,0.5,0.41887483378740126
893,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,ours-depth3,should,0.5,0.3658107897212035
894,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,expert,should,0.5,0.615789258039425
895,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,random,should,0.5,0.7052631578947371
896,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,ours,should,0.5,0.4237340588384646
897,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,ours-depth3,should,0.5,0.5466360736597542
898,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,expert,should,0.5,0.4891640866873065
899,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,random,should,0.5,0.4891640866873065
900,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,ours,should,0.5,0.32657864015140325
901,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,ours-depth3,should,0.5,0.3263639397702293
902,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,expert,should,0.5,0.718181818181818
903,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,random,should,0.5,0.718181818181818
904,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,ours,should,0.5,0.25870139856809354
905,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,ours-depth3,should,0.5,0.2584244679439096
906,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,expert,should,0.5,0.2584210526315791
907,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,random,should,0.5,0.6621052631578945
908,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,ours,should,0.5,0.229120229146278
909,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,ours-depth3,should,0.5,0.3959062271829707
910,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,expert,should,0.5,0.41588235294117654
911,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,random,should,0.5,0.40705882352941175
912,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,ours,should,0.5,0.29338308150048237
913,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,ours-depth3,should,0.5,0.28737467082183765
914,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,expert,should,0.5,0.28737373737373734
915,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,random,should,0.5,0.719191919191919
916,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,ours,should,0.5,0.32611969143078817
917,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,ours-depth3,should,0.5,0.32611969143078817
918,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,expert,should,0.5,0.5476190476190478
919,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,random,should,0.5,0.5476190476190478
920,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,ours,should,0.5,0.2222361733707286
921,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,ours-depth3,should,0.5,0.5764983979537226
922,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,expert,should,0.5,0.2222222222222222
923,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,random,should,0.5,0.627777777777778
924,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,ours,should,0.5,0.4840810694047545
925,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,ours-depth3,should,0.5,0.4096196500078841
926,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,expert,should,0.5,0.5887971014492753
927,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,random,should,0.5,0.4271739130434783
928,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,ours,should,0.5,0.38487351848238066
929,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,ours-depth3,should,0.5,0.3848735184823806
930,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,expert,should,0.5,0.4666666666666666
931,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,random,should,0.5,0.4666666666666667
932,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,ours,should,0.5,0.3434803896593378
933,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,ours-depth3,should,0.5,0.34348038965933775
934,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,expert,should,0.5,0.5055555555555555
935,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,random,should,0.5,0.5055555555555555
936,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,ours,should,0.5,0.35917934522834066
937,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,ours-depth3,should,0.5,0.39787512298510647
938,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,expert,should,0.5,0.5980869565217394
939,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,random,should,0.5,0.5903890160183065
940,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,ours,should,0.5,0.29213893802891333
941,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,ours-depth3,should,0.5,0.2921389380289133
942,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,expert,should,0.5,0.6952153110047848
943,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,random,should,0.5,0.6952153110047847
944,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,ours,should,0.5,0.2864738020480547
945,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,ours-depth3,should,0.5,0.2864738020480547
946,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,expert,should,0.5,0.2862155388471179
947,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,random,should,0.5,0.6671679197994989
948,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,ours,should,0.5,0.35409954016749795
949,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,ours-depth3,should,0.5,0.5294136841864898
950,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,expert,should,0.5,0.29007431859487953
951,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,random,should,0.5,0.5756521739130432
952,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,ours,should,0.5,0.47713341415877414
953,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,ours-depth3,should,0.5,0.37786999418326433
954,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,expert,should,0.5,0.46415445612147727
955,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,random,should,0.5,0.328235294117647
956,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,ours,should,0.5,0.47122974379150284
957,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,ours-depth3,should,0.5,0.4717993106126954
958,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,expert,should,0.5,0.4718181818181818
959,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,random,should,0.5,0.22545454545454546
960,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,ours,should,0.5,0.47547290847953494
961,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,ours-depth3,should,0.5,0.4391841402663277
962,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,expert,should,0.5,0.6166219934487173
963,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,random,should,0.5,0.4575757575757576
964,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,ours,should,0.5,0.45025591236764095
965,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,ours-depth3,should,0.5,0.5434774295985705
966,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,expert,should,0.5,0.4152776413918817
967,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,random,should,0.5,0.5257309941520468
968,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours,should,0.5,0.33162673616489646
969,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours-depth3,should,0.5,0.2747456735115219
970,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,expert,should,0.5,0.4694310988046508
971,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,random,should,0.5,0.27083333333333337
972,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,ours,should,0.5,0.5041071452275074
973,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,ours-depth3,should,0.5,0.5084576576428833
974,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,expert,should,0.5,0.6060604164908789
975,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,random,should,0.5,0.47803030303030297
976,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,ours,should,0.5,0.20709944361807262
977,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,ours-depth3,should,0.5,0.20833310844458391
978,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,expert,should,0.5,0.48333333333333334
979,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,random,should,0.5,0.48333333333333334
980,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,ours,should,0.5,0.10864354570468798
981,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,ours-depth3,should,0.5,0.11288880925810428
982,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,expert,should,0.5,0.10873058946501128
983,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,random,should,0.5,0.12499999999999997
984,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,early,ours,should,0.5,0.47241352322846764
